rock3;288;448;32;32;
rock2;448;160;32;32;
rock2;480;128;32;32;
rock2;512;96;32;32;
rock2;544;64;32;32;
rock2;576;32;32;32;
rock2;416;192;32;32;
rock2;352;256;32;32;
rock2;320;288;32;32;
rock2;288;320;32;32;
rock2;256;352;32;32;
rock2;224;384;32;32;
rock2;192;416;32;32;
rock2;160;448;32;32;
rock2;608;96;32;32;
rock2;576;128;32;32;
rock2;544;160;32;32;
rock2;512;192;32;32;
rock2;480;224;32;32;
rock2;448;256;32;32;
rock2;416;288;32;32;
rock2;384;320;32;32;
rock2;352;352;32;32;
rock2;320;384;32;32;
rock2;288;416;32;32;
rock2;256;448;32;32;
rock3;608;32;32;32;
rock3;544;192;32;32;
