---STARTING NEW SECTION;SETTINGS
background:BLACK
---STARTING NEW SECTION;ENTRANCES
default;0;416
start;32;416
---STARTING NEW SECTION;CHARACTERS
---STARTING NEW SECTION;SPECIALS
scrollBound;160;96;32;32;top
scrollBound;1408;544;32;32;bottom
scrollBound;1152;544;32;32;bottom
scrollBound;928;544;32;32;bottom
scrollBound;608;544;32;32;bottom
scrollBound;192;544;32;32;bottom
scrollBound;-160;320;32;32;left
hurtObject;704;608;1280;32;1000
scrollBound;1792;544;32;32;bottom
scrollBound;2080;544;32;32;bottom
scrollBound;2336;544;32;32;bottom
hurtObject;2624;288;3200;32;1000
scrollBound;3008;224;32;32;bottom
scrollBound;2592;224;32;32;bottom
scrollBound;3328;224;32;32;bottom
scrollBound;3520;224;32;32;bottom
scrollBound;3936;224;32;32;bottom
scrollBound;4160;224;32;32;bottom
scrollBound;4480;224;32;32;bottom
scrollBound;4736;224;32;32;bottom
scrollBound;5056;224;32;32;bottom
movingPlatform;4800;0;64;32;length:2;style:darkOffice;node:4800:0
2624;96;32;32;false;false;false;true
2624;128;32;32;false;false;false;true
2624;160;32;32;false;false;false;true
2624;192;32;32;false;false;false;true
2624;224;32;32;false;false;false;true
2720;0;32;32;false;false;false;true
2720;32;32;32;false;false;false;true
2720;64;32;32;false;false;false;true
2720;96;32;32;false;false;false;true
2720;128;32;32;false;false;false;true
2720;160;32;32;false;false;false;true
2720;192;32;32;false;false;false;true
2720;224;32;32;false;false;false;true
2688;0;32;32;false;false;true;false
2688;32;32;32;false;false;true;false
2688;64;32;32;false;false;true;false
2688;96;32;32;false;false;true;false
2688;128;32;32;false;false;true;false
2688;160;32;32;false;false;true;false
2688;192;32;32;false;false;true;false
2688;224;32;32;false;false;true;false
2816;-64;32;32;false;false;true;false
2816;-32;32;32;false;false;true;false
2816;0;32;32;false;false;true;false
2816;32;32;32;false;false;true;false
2816;64;32;32;false;false;true;false
2816;96;32;32;false;false;true;false
2816;128;32;32;false;false;true;false
2816;160;32;32;false;false;true;false
2816;192;32;32;false;false;true;false
2816;224;32;32;false;false;true;false
2848;-64;32;32;false;false;false;true
2848;-32;32;32;false;false;false;true
2848;0;32;32;false;false;false;true
2848;32;32;32;false;false;false;true
2848;64;32;32;false;false;false;true
2848;96;32;32;false;false;false;true
2848;128;32;32;false;false;false;true
2848;160;32;32;false;false;false;true
2848;192;32;32;false;false;false;true
2848;224;32;32;false;false;false;true
2848;-96;32;32;true;false;false;true
2816;-96;32;32;true;false;true;false
2688;-32;32;32;true;false;true;false
2720;-32;32;32;true;false;false;true
2592;-224;32;32;false;true;false;true
2560;-224;32;32;false;true;false;false
2624;-256;32;32;false;true;false;false
2656;-256;32;32;false;true;false;true
2688;-288;32;32;false;true;false;false
2720;-288;32;32;false;true;false;true
2784;-320;32;32;false;true;false;true
2752;-320;32;32;false;true;false;false
2816;-352;32;32;false;true;false;false
2848;-352;32;32;false;true;false;true
2880;-384;32;32;false;true;false;false
2912;-384;32;32;false;true;false;false
2944;-384;32;32;false;true;false;false
2976;-384;32;32;false;true;false;false
3008;-384;32;32;false;true;false;false
3040;-384;32;32;false;true;false;false
3072;-384;32;32;false;true;false;false
3104;-384;32;32;false;true;false;false
3136;-384;32;32;false;true;false;false
3168;-384;32;32;false;true;false;false
3200;-384;32;32;false;true;false;false
3232;-384;32;32;false;true;false;false
3264;-352;32;32;false;true;true;false
3296;-352;32;32;false;true;false;false
3328;-320;32;32;false;true;true;false
3360;-320;32;32;false;true;false;false
3392;-288;32;32;false;true;true;false
3424;-288;32;32;false;true;false;false
2976;-160;32;32;true;false;true;false
2976;-128;32;32;false;false;true;false
2976;-96;32;32;false;false;true;false
2976;-64;32;32;false;false;true;false
2976;-32;32;32;false;false;true;false
2976;0;32;32;false;false;true;false
2976;32;32;32;false;false;true;false
2976;64;32;32;false;false;true;false
2976;96;32;32;false;false;true;false
2976;128;32;32;false;false;true;false
2976;160;32;32;false;false;true;false
2976;192;32;32;false;false;true;false
2976;224;32;32;false;false;true;false
3008;-160;32;32;true;false;false;false
3040;-160;32;32;true;false;false;false
3072;-160;32;32;true;false;false;true
3072;-128;32;32;false;false;false;true
3072;-96;32;32;false;false;false;true
3072;-64;32;32;false;false;false;true
3072;-32;32;32;false;false;false;true
3072;0;32;32;false;false;false;true
3072;32;32;32;false;false;false;true
3072;64;32;32;false;false;false;true
3072;96;32;32;false;false;false;true
3072;128;32;32;false;false;false;true
3072;160;32;32;false;false;false;true
3072;192;32;32;false;false;false;true
3072;224;32;32;false;false;false;true
3264;224;32;32;false;false;true;false
3264;192;32;32;false;false;true;false
3264;160;32;32;false;false;true;false
3264;128;32;32;false;false;true;false
3264;96;32;32;false;false;true;false
3264;64;32;32;false;false;true;false
3264;32;32;32;false;false;true;false
3264;0;32;32;false;false;true;false
3264;-32;32;32;true;false;true;false
3296;-32;32;32;true;false;false;false
3328;-32;32;32;true;false;false;false
3360;-32;32;32;true;false;false;false
3392;-32;32;32;true;false;false;false
3424;-32;32;32;true;false;false;false
3456;-32;32;32;true;false;false;true
3488;0;32;32;true;false;false;false
3520;0;32;32;true;false;false;false
3552;0;32;32;true;false;false;false
3584;0;32;32;true;false;false;false
3616;0;32;32;true;false;false;true
3616;32;32;32;false;false;false;true
3616;64;32;32;false;false;false;true
3616;96;32;32;false;false;false;true
3616;128;32;32;false;false;false;true
3616;160;32;32;false;false;false;true
3616;192;32;32;false;false;false;true
3616;224;32;32;false;false;false;true
2624;256;32;32;false;false;false;true
2688;256;32;32;false;false;true;false
2720;256;32;32;false;false;false;true
2816;256;32;32;false;false;true;false
2848;256;32;32;false;false;false;true
2976;256;32;32;false;false;true;false
3072;256;32;32;false;false;false;true
3264;256;32;32;false;false;true;false
3680;-64;32;32;true;false;true;false
3712;-64;32;32;true;false;false;true
3680;-32;32;32;false;false;true;false
3680;0;32;32;false;false;true;false
3680;32;32;32;false;false;true;false
3680;64;32;32;false;false;true;false
3680;96;32;32;false;false;true;false
3680;128;32;32;false;false;true;false
3680;160;32;32;false;false;true;false
3680;192;32;32;false;false;true;false
3680;224;32;32;false;false;true;false
3712;0;32;32;false;false;false;true
3712;32;32;32;false;false;false;true
3712;64;32;32;false;false;false;true
3712;96;32;32;false;false;false;true
3712;128;32;32;false;false;false;true
3712;160;32;32;false;false;false;true
3712;192;32;32;false;false;false;true
3712;224;32;32;false;false;false;true
3712;-32;32;32;false;false;false;true
3712;256;32;32;false;false;false;true
3680;256;32;32;false;false;true;false
3616;256;32;32;false;false;false;true
3840;224;32;32;false;false;false;true
3840;192;32;32;false;false;false;true
3840;160;32;32;false;false;false;true
3840;128;32;32;false;false;false;true
3840;96;32;32;false;false;false;true
3840;64;32;32;false;false;false;true
3840;32;32;32;false;false;false;true
3840;0;32;32;false;false;false;true
3840;-32;32;32;false;false;false;true
3840;-64;32;32;false;false;false;true
3840;-96;32;32;true;false;false;true
3808;-96;32;32;true;false;true;false
3808;32;32;32;false;false;true;false
3808;64;32;32;false;false;true;false
3808;96;32;32;false;false;true;false
3808;128;32;32;false;false;true;false
3808;160;32;32;false;false;true;false
3808;192;32;32;false;false;true;false
3808;224;32;32;false;false;true;false
3808;256;32;32;false;false;true;false
3808;0;32;32;false;false;true;false
3808;-32;32;32;false;false;true;false
3808;-64;32;32;false;false;true;false
3840;256;32;32;false;false;false;true
4000;-128;32;32;false;false;false;true
4000;-96;32;32;false;false;false;true
4000;-64;32;32;false;false;false;true
4000;-32;32;32;false;false;false;true
4000;0;32;32;false;false;false;true
4000;32;32;32;false;false;false;true
4000;64;32;32;false;false;false;true
4000;96;32;32;false;false;false;true
4000;128;32;32;false;false;false;true
4000;160;32;32;false;false;false;true
4000;192;32;32;false;false;false;true
4000;224;32;32;false;false;false;true
4000;256;32;32;false;false;false;true
3904;256;32;32;false;false;true;false
3904;224;32;32;false;false;true;false
3904;192;32;32;false;false;true;false
3904;160;32;32;false;false;true;false
3904;128;32;32;false;false;true;false
3904;96;32;32;false;false;true;false
3904;64;32;32;false;false;true;false
3904;32;32;32;false;false;true;false
3904;0;32;32;false;false;true;false
3904;-32;32;32;false;false;true;false
3904;-64;32;32;false;false;true;false
3904;-96;32;32;false;false;true;false
3904;-128;32;32;true;false;true;false
3936;-160;32;32;true;false;true;false
3968;-160;32;32;true;false;false;false
4000;-160;32;32;true;false;false;true
4064;-160;32;32;true;false;true;false
4064;-128;32;32;false;false;true;false
4064;-96;32;32;false;false;true;false
4064;-64;32;32;false;false;true;false
4064;-32;32;32;false;false;true;false
4064;0;32;32;false;false;true;false
4064;32;32;32;false;false;true;false
4064;64;32;32;false;false;true;false
4064;96;32;32;false;false;true;false
4064;128;32;32;false;false;true;false
4064;160;32;32;false;false;true;false
4064;192;32;32;false;false;true;false
4064;224;32;32;false;false;true;false
4064;256;32;32;false;false;true;false
4096;-160;32;32;true;false;false;false
4128;-160;32;32;true;false;false;false
4160;-160;32;32;true;false;false;false
4192;-160;32;32;true;false;false;false
4224;-160;32;32;true;false;false;true
4224;-128;32;32;false;false;false;true
4224;-96;32;32;false;false;false;true
4224;-64;32;32;false;false;false;true
4224;-32;32;32;false;false;false;true
4224;0;32;32;false;false;false;true
4224;32;32;32;false;false;false;true
4224;64;32;32;false;false;false;true
4224;96;32;32;false;false;false;true
4224;128;32;32;false;false;false;true
4224;160;32;32;false;false;false;true
4224;192;32;32;false;false;false;true
4224;224;32;32;false;false;false;true
4224;256;32;32;false;false;false;true
3456;-256;32;32;false;true;true;false
3488;-256;32;32;false;true;false;false
3520;-224;32;32;false;true;true;false
3552;-224;32;32;false;true;false;false
3584;-224;32;32;false;true;false;false
3616;-224;32;32;false;true;false;false
3648;-224;32;32;false;true;false;false
3680;-224;32;32;false;true;false;false
3712;-224;32;32;false;true;false;false
3744;-224;32;32;false;true;false;false
3776;-224;32;32;false;true;false;false
3808;-224;32;32;false;true;false;false
3840;-224;32;32;false;true;false;false
3872;-224;32;32;false;true;false;false
3904;-224;32;32;false;true;false;false
3936;-224;32;32;false;true;false;false
3968;-224;32;32;false;true;false;false
4000;-224;32;32;false;true;false;false
4032;-224;32;32;false;true;false;false
4064;-224;32;32;false;true;false;false
4096;-224;32;32;false;true;false;false
4128;-224;32;32;false;true;false;false
4160;-224;32;32;false;true;false;false
4192;-224;32;32;false;true;false;false
4224;-224;32;32;false;true;false;false
4256;-224;32;32;false;true;false;false
4288;-224;32;32;false;true;false;false
4320;-224;32;32;false;true;false;false
2112;128;32;32;false;false;true;false
2080;160;32;32;true;false;true;false
4288;-96;32;32;true;false;true;false
4320;-96;32;32;true;false;false;true
4320;-64;32;32;false;true;false;true
4288;-64;32;32;false;true;true;false
4416;0;32;32;false;true;true;false
4640;-32;32;32;false;true;true;false
4640;-64;32;32;true;false;true;false
4416;-32;32;32;true;false;true;false
4448;-32;32;32;true;false;false;true
4448;0;32;32;false;true;false;true
4704;-32;32;32;false;true;false;true
4672;-32;32;32;false;true;false;false
4672;-64;32;32;true;false;false;false
4704;-64;32;32;true;false;false;true
4352;-224;32;32;false;true;false;false
4384;-224;32;32;false;true;false;false
4416;-224;32;32;false;true;false;false
4448;-224;32;32;false;true;false;false
4480;-224;32;32;false;true;false;false
4512;-224;32;32;false;true;false;false
4544;-224;32;32;false;true;false;false
4576;-224;32;32;false;true;false;false
4608;-224;32;32;false;true;false;false
4640;-224;32;32;false;true;false;false
4672;-224;32;32;false;true;false;false
4704;-224;32;32;false;true;false;false
4736;-224;32;32;false;true;false;false
4768;-224;32;32;false;true;false;false
4800;-224;32;32;false;true;false;false
4832;-224;32;32;false;true;false;false
4864;-224;32;32;false;true;false;false
4960;-64;32;32;true;false;true;false
4992;-64;32;32;true;false;false;false
5024;-64;32;32;true;false;false;true
5024;-32;32;32;false;true;false;true
4992;-32;32;32;false;true;false;false
4960;-32;32;32;false;true;true;false
4896;-224;32;32;false;true;false;false
4928;-224;32;32;false;true;false;false
4960;-224;32;32;false;true;false;false
4992;-224;32;32;false;true;false;false
5024;-224;32;32;false;true;false;false
5056;-224;32;32;false;true;false;false
5088;-224;32;32;false;true;false;false
5120;-224;32;32;false;true;false;false
5152;-224;32;32;false;true;false;false
5184;-224;32;32;false;true;false;false
5216;-224;32;32;false;true;false;false
5248;-224;32;32;false;true;false;false
---STARTING NEW SECTION;GRAPHICS1
---STARTING NEW SECTION;GRAPHICS2
darkness_transition_bottom;704;544
darkness_transition_bottom;736;544
darkness_transition_bottom;768;544
darkness_transition_bottom;832;544
darkness_transition_bottom;864;544
darkness_transition_bottom;896;544
darkness_transition_bottom;960;544
darkness_transition_bottom;992;544
darkness_transition_bottom;1024;544
darkness_transition_bottom;1056;544
darkness_transition_bottom;800;544
darkness_transition_bottom;1088;544
darkness_transition_bottom;1184;544
darkness_transition_bottom;1216;544
darkness_transition_bottom;1248;544
darkness_transition_bottom;1280;544
darkness_transition_bottom;1312;544
darkness_transition_bottom;1504;544
darkness_transition_bottom;1536;544
darkness_transition_bottom;1568;544
darkness_transition_bottom;1600;544
darkness_transition_bottom;1344;544
darkness_transition_bottom;1472;544
darkness_transition_bottom;1632;544
darkness_transition_bottom;1664;544
darkness_transition_bottom;1824;544
darkness_transition_bottom;1920;544
darkness_transition_bottom;1856;544
darkness_transition_bottom;1888;544
darkness_transition_bottom;2624;224
darkness_transition_bottom;2656;224
darkness_transition_bottom;2688;224
darkness_transition_bottom;2720;224
darkness_transition_bottom;2752;224
darkness_transition_bottom;2784;224
darkness_transition_bottom;2816;224
darkness_transition_bottom;2848;224
darkness_transition_bottom;2880;224
darkness_transition_bottom;2912;224
darkness_transition_bottom;2944;224
darkness_transition_bottom;2976;224
darkness_transition_bottom;3072;224
darkness_transition_bottom;3104;224
darkness_transition_bottom;3136;224
darkness_transition_bottom;3168;224
darkness_transition_bottom;3200;224
darkness_transition_bottom;3232;224
darkness_transition_bottom;3264;224
darkness_transition_bottom;3616;224
darkness_transition_bottom;3648;224
darkness_transition_bottom;3680;224
darkness_transition_bottom;3712;224
darkness_transition_bottom;3744;224
darkness_transition_bottom;3776;224
darkness_transition_bottom;3808;224
darkness_transition_bottom;3840;224
darkness_transition_bottom;3872;224
darkness_transition_bottom;4000;224
darkness_transition_bottom;3904;224
darkness_transition_bottom;4000;224
darkness_transition_bottom;4032;224
darkness_transition_bottom;4064;224
darkness_transition_bottom;4224;224
darkness_transition_bottom;4256;224
darkness_transition_bottom;4288;224
darkness_transition_bottom;4320;224
darkness_transition_bottom;4352;224
darkness_transition_bottom;4384;224
darkness_transition_bottom;4416;224
darkness_transition_bottom;4448;224
darkness_transition_bottom;4480;224
darkness_transition_bottom;4512;224
darkness_transition_bottom;4544;224
darkness_transition_bottom;4576;224
darkness_transition_bottom;4608;224
darkness_transition_bottom;4640;224
darkness_transition_bottom;4672;224
darkness_transition_bottom;4704;224
darkness_transition_bottom;4736;224
darkness_transition_bottom;4768;224
darkness_transition_bottom;4800;224
darkness_transition_bottom;4832;224
darkness_transition_bottom;4864;224
darkness_transition_bottom;4896;224
darkness_transition_bottom;4928;224
darkness_transition_bottom;4960;224
darkness_transition_bottom;4992;224
darkness_transition_bottom;5024;224
darkness_transition_bottom;5056;224
darkness_transition_bottom;5088;224
darkness_transition_bottom;5120;224
darkness_transition_bottom;5152;224
darkness_transition_bottom;5184;224
darkness_transition_bottom;5216;224
darkness_transition_bottom;5248;224
darkness_transition_bottom;5280;224
darkOffice_corner_top_left;4960;-64
darkOffice_platform_floor;4992;-64
darkOffice_corner_top_right;5024;-64
darkOffice_corner_bottom_right;5024;-32
darkOffice_corner_bottom_left;4960;-32
darkOffice_platform_ceiling;4992;-32
---STARTING NEW SECTION;GRAPHICS3
darkOffice_platform_floor;-64;416
darkOffice_platform_floor;-32;416
darkOffice_platform_floor;0;416
darkOffice_platform_floor;32;416
darkOffice_platform_floor;64;416
darkOffice_platform_floor;96;416
darkOffice_platform_floor;128;416
darkOffice_platform_floor;160;416
darkOffice_platform_floor;192;416
darkOffice_platform_floor;224;416
darkOffice_platform_floor;256;416
darkOffice_platform_floor;288;416
darkOffice_platform_floor;320;416
darkOffice_platform_floor;352;416
darkOffice_platform_floor;384;416
darkOffice_platform_floor;416;416
darkOffice_platform_floor;448;416
darkOffice_platform_floor;480;416
darkOffice_column_right;-96;384
darkOffice_column_right;-96;352
darkOffice_column_right;-96;320
darkOffice_column_right;-96;288
darkOffice_column_right;-96;256
darkOffice_platform_ceiling;-64;224
darkOffice_platform_ceiling;-32;224
darkOffice_platform_ceiling;0;224
darkOffice_platform_ceiling;32;224
darkOffice_platform_ceiling;64;224
darkOffice_platform_ceiling;96;224
darkOffice_platform_ceiling;128;224
darkOffice_platform_ceiling;160;224
darkOffice_platform_ceiling;192;224
darkOffice_platform_ceiling;224;224
darkOffice_platform_ceiling;256;224
darkOffice_platform_ceiling;288;224
darkOffice_platform_ceiling;320;224
darkOffice_platform_ceiling;352;224
darkOffice_corner_bottom_right;384;224
darkOffice_corner_top_left;512;384
darkOffice_corner_top_left;544;352
darkOffice_platform_floor;576;352
darkOffice_platform_floor;608;352
darkOffice_corner_top_left;640;320
darkOffice_column_right;384;192
darkOffice_corner_bottom_right;416;160
darkOffice_platform_ceiling;448;128
darkOffice_platform_ceiling;480;128
darkOffice_platform_ceiling;512;128
darkOffice_platform_ceiling;544;128
darkOffice_platform_ceiling;576;128
darkOffice_platform_ceiling;608;128
darkOffice_platform_ceiling;640;128
darkOffice_incorner_bottom_right;384;160
darkOffice_incorner_bottom_right;416;128
darkOffice_incorner_top_left;512;416
darkOffice_incorner_top_left;544;384
darkOffice_incorner_top_left;640;352
darkOffice_incorner_bottom_right;-96;224
darkOffice_incorner_top_right;-96;416
darkOffice_platform_ceiling;672;128
darkOffice_platform_ceiling;704;128
darkOffice_platform_ceiling;736;128
darkOffice_platform_ceiling;768;128
darkOffice_platform_ceiling;800;128
darkOffice_platform_ceiling;832;128
darkOffice_platform_ceiling;864;128
